CustomerID,ExtPrice_sum,ExtPrice_mean,ExtPrice_std,ExtPrice_count,ExtPrice_median,ExtPrice_min,ExtPrice_max,ExtCost_sum,ExtCost_mean,ExtCost_std,ExtCost_median,SalesQty_sum,SalesQty_mean,SalesQty_std,SalesQty_median,SalesQty_min,SalesQty_max,UnitPrice_mean_x,UnitPrice_std_x,UnitPrice_min_x,UnitPrice_max_x,UnitPrice_median,UnitCost_mean,UnitCost_std,UnitCost_median,OrderNumber_nunique,ProductID_nunique,SalesDate_min,SalesDate_max,SalesDate_count,TotalRevenue,TotalCost,TotalProfit,ProfitMargin,AvgOrderValue,AvgOrderQuantity,PriceVolatility,QuantityVolatility,CustomerLifetimeDays,AvgDaysBetweenOrders,OrderFrequency,ProductDiversity,AvgProductsPerOrder,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,CustomerLifetimeValue,CustomerLoyaltyScore,QuoteID_nunique,QuoteVersion_mean,QuoteVersion_max,UnitPrice_mean_y,UnitPrice_std_y,UnitPrice_min_y,UnitPrice_max_y,QuoteQty_sum,QuoteQty_mean,QuoteQty_std,QuoteStatus_<lambda>,ConvertedToOrderNumber_<lambda>,QuoteConversionRate,QuoteWinRate,AvgNegotiationRounds,QuotePriceVolatility,Cluster,Cluster_Numeric
CUST823,276.7,10.6423,14.3044,26,3.705,0.44,50.59,134.16,5.16,7.7485,2.35,546,21.0,20.9647,15.0,1,50,2.6775,6.9439,0.0228,35.99,0.523,1.4529,3.8015,0.1987,7,26,3/25/2022,12/11/2023,26,276.7,134.16,142.54,0.515142754,39.52857143,78.0,2.593426704,0.998319048,626,89.42857143,4.074960128,26,3.714285714,637,7,276.7,2,2,1,221,276.7,3.035893417,38,1.1915,2,3.9443,9.8755,0.0228,47.7117,894.7591,19.0374,20.817,0.5532,34,0.894736842,0.5532,1.1915,2.503739574,Platinum,5
CUST824,3635.62,30.0464,46.5098,121,17.73,2.14,397.85,1681.31,13.8951,23.3186,7.98,13444,111.1074,109.8312,50.0,5,500,0.8545,1.6889,0.0107,11.867,0.3134,0.3711,0.6921,0.1298,4,74,1/12/2022,12/14/2022,121,3635.62,1681.31,1954.31,0.537545178,908.905,3361.0,1.976477472,0.988513816,336,84.0,4.332344214,74,18.5,999,4,3635.62,1,2,3,123,3635.62,14.54248,164,1.2039,2,0.8603,1.6965,0.0107,11.867,25269.7251,122.6686,116.2651,0.5874,154,0.93902439,0.5874,1.2039,1.971986516,Diamond,4
CUST825,154.13,51.3767,38.0601,3,30.69,28.14,95.3,60.91,20.3033,15.4304,11.54,400,133.3333,28.8675,150.0,100,150,0.3766,0.2319,0.1876,0.6353,0.3069,0.1482,0.094,0.1154,1,3,4/5/2023,4/5/2023,3,154.13,60.91,93.22,0.604814118,154.13,400.0,0.615772703,0.216506304,0,0.0,365.0,3,3.0,887,1,154.13,1,1,1,111,154.13,0.17356982,4,1.3333,2,0.461,0.234,0.1876,0.6935,828.483,138.0805,19.3858,0.5,4,1.0,0.5,1.3333,0.507592191,Diamond,4
CUST826,16467.53,2058.4412,1632.9168,8,1857.98,155.8,4233.73,7107.83,888.4788,565.2836,1042.065,2643,330.375,219.4987,389.5,20,549,6.2283,1.7354,3.9818,7.79,6.95,2.8812,0.5601,2.78,5,1,1/24/2022,6/28/2024,8,16467.53,7107.83,9359.7,0.568373035,3293.506,528.6,0.278631408,0.664392584,886,177.2,2.057497182,1,0.2,437,5,16467.53,2,2,4,224,16467.53,187.9855023,16,1.1579,2,6.5907,2.1618,3.9818,11.4128,5208.4018,274.1264,206.5113,0.4211,9,0.5625,0.4211,1.1579,0.328007647,Platinum,5
CUST827,182.2,45.55,35.2105,4,47.91,10.52,75.86,100.19,25.0475,22.8021,25.875,424,106.0,108.5419,106.0,12,200,3.1989,3.6059,0.0526,6.3217,3.2107,1.8783,2.1381,1.8825,2,4,12/13/2022,1/30/2023,4,182.2,100.19,82.01,0.450109769,91.1,212.0,1.127231236,1.023980189,48,24.0,14.89795918,4,2.0,952,2,182.2,1,1,1,111,182.2,0.382371459,6,1.25,2,4.509,3.7583,0.0526,8.7215,691.5782,86.4473,102.5957,0.5,6,1.0,0.5,1.25,0.833510756,Diamond,4
CUST828,219.16,54.79,81.512,4,20.395,2.37,176.0,150.33,37.5825,63.2995,8.99,112,28.0,48.0208,5.0,2,100,22.8109,43.4708,0.2836,88.0,1.48,16.6807,32.88,0.3264,3,4,4/4/2022,1/28/2025,4,219.16,150.33,68.83,0.314062785,73.05333333,37.33333333,1.905702975,1.715028571,1030,343.3333333,1.062075655,4,1.333333333,223,3,219.16,3,2,1,321,219.16,2.935178571,4,1.2,2,18.9868,38.6057,0.2836,88.0,117.0,23.4,42.8404,0.8,5,1.25,0.8,1.2,2.03329155,Platinum,5
CUST829,534.49,534.49,0.0,1,534.49,534.49,534.49,371.14,371.14,0.0,371.14,6,6.0,0.0,6.0,6,6,89.0817,0.0,89.0817,89.0817,89.0817,61.8567,0.0,61.8567,1,1,7/2/2025,7/2/2025,1,534.49,371.14,163.35,0.30561844,534.49,6.0,0.0,0.0,0,0.0,365.0,1,1.0,68,1,534.49,4,1,1,411,534.49,7.746231884,1,1.0,1,89.0817,0.0,89.0817,89.0817,6.0,6.0,0.0,1.0,1,1.0,1.0,1.0,0.0,Diamond,4
CUST83,360602.97,330.2225,593.1802,1092,110.9,0.09,5517.58,246596.12,225.8206,390.1293,58.44,206288,188.9084,1150.8283,12.0,1,18400,27.7028,55.3693,0.0034,345.0,3.3088,19.5579,41.9733,2.185,337,429,1/6/2022,8/25/2025,1092,360602.97,246596.12,114006.85,0.316156159,1070.038487,612.1305638,1.998689663,6.091991145,1327,3.93768546,92.62424699,429,1.272997033,14,337,360602.97,4,5,5,455,360602.97,8101546.726,1564,1.225,2,28.6482,58.5689,0.0034,434.2942,399556.9047,197.9965,1233.1372,0.5411,1416,0.905370844,0.5411,1.225,2.044418148,Gold,3
CUST830,120684.52,296.5222,1106.2348,407,70.72,1.35,14193.13,55747.62,136.972,497.0837,28.28,225656,554.4373,875.3645,200.0,2,5000,4.685,19.1774,0.0177,123.8883,0.2811,2.9315,12.9578,0.1084,174,91,1/5/2022,9/4/2025,407,120684.52,55747.62,64936.9,0.538071494,693.5891954,1296.873563,4.093361793,1.578834072,1338,7.689655172,47.4309186,91,0.522988506,4,174,120684.52,5,5,5,555,120684.52,4199821.296,608,1.2215,2,5.6018,22.0883,0.0177,139.4735,477992.1636,612.0258,966.7027,0.5211,524,0.861842105,0.5211,1.2215,3.94307187,Platinum,5
CUST831,144.02,28.804,24.3927,5,22.5,3.39,69.26,70.2,14.04,8.3408,13.85,7,1.4,0.8944,1.0,1,3,19.5693,9.349,3.39,27.56,22.5,10.668,5.6199,13.5,4,5,6/13/2022,7/25/2022,5,144.02,70.2,73.82,0.512567699,36.005,1.75,0.47773809,0.638857143,42,10.5,33.95348837,5,1.25,1141,4,144.02,1,2,1,121,144.02,0.504448336,7,1.2222,2,22.9564,7.8569,3.39,29.5762,11.2865,1.2541,0.6617,0.5556,6,0.857142857,0.5556,1.2222,0.342253141,Diamond,4
CUST832,287.12,57.424,37.8195,5,41.9,24.44,109.0,205.43,41.086,30.0122,29.28,24,4.8,4.6583,2.0,1,12,34.3746,44.6963,3.4914,109.0,13.25,25.573,35.0127,9.125,5,4,8/18/2022,5/6/2024,5,287.12,205.43,81.69,0.284515185,57.424,4.8,1.30027113,0.970479167,627,125.4,2.906050955,4,0.8,490,5,287.12,2,2,1,221,287.12,2.923828921,6,1.25,2,24.8881,36.5632,3.4914,109.0,48.8075,6.1009,4.9036,0.625,6,1.0,0.625,1.25,1.469103708,Diamond,4
CUST833,3357.83,176.7279,141.2925,19,115.16,64.6,604.0,2148.45,113.0763,99.9201,68.53,4225,222.3684,914.9874,2.0,1,4000,60.8689,74.6305,0.151,283.0,41.865,42.6758,61.5458,23.36,13,15,1/11/2022,9/21/2022,19,3357.83,2148.45,1209.38,0.360167132,258.2946154,325.0,1.226085899,4.114736626,253,19.46153846,18.68110236,15,1.153846154,1083,13,3357.83,1,3,3,133,3357.83,40.26917897,27,1.2059,2,57.1564,60.8733,0.151,283.0,8300.1718,244.1227,953.2124,0.5588,25,0.925925926,0.5588,1.2059,1.065030338,Diamond,4
CUST834,12105.11,864.6507,578.6587,14,758.0,36.89,1835.56,8130.92,580.78,390.7678,503.69,4575,326.7857,289.6391,250.0,25,1000,3.1997,1.3719,0.7363,6.32,3.4964,2.1777,1.0755,2.4318,9,5,3/11/2022,9/14/2022,14,12105.11,8130.92,3974.19,0.328306806,1345.012222,508.3333333,0.428758946,0.886327339,187,20.77777778,17.47340426,5,0.555555556,1090,9,12105.11,1,3,4,134,12105.11,99.85883593,20,1.2,2,3.7687,1.5915,0.7363,8.7197,7071.6881,282.8675,232.5117,0.56,17,0.85,0.56,1.2,0.42229416,Diamond,4
CUST835,992.57,47.2652,39.9958,21,44.09,3.15,155.44,438.05,20.8595,20.9963,16.63,3042,144.8571,290.1273,50.0,2,1000,2.3261,5.1999,0.0407,24.645,1.0898,1.2629,3.6827,0.4366,13,14,2/15/2022,12/4/2024,21,992.57,438.05,554.52,0.558670925,76.35153846,234.0,2.235458493,2.002851776,1023,78.69230769,4.633789063,14,1.076923077,278,13,992.57,3,3,2,332,992.57,46.24878136,34,1.2766,2,1.6875,3.5289,0.0407,24.645,6575.4033,139.9022,271.0416,0.4468,27,0.794117647,0.4468,1.2766,2.0912,Platinum,5
CUST836,1203.05,109.3682,53.1107,11,135.93,28.4,199.0,655.69,59.6082,42.7316,62.53,776,70.5455,36.5824,50.0,1,125,19.2418,59.6196,0.568,199.0,1.3593,15.0079,47.757,0.6253,10,5,4/6/2022,6/21/2023,11,1203.05,655.69,547.36,0.454976934,120.305,77.6,3.098441934,0.518564614,441,44.1,8.257918552,5,0.5,810,10,1203.05,2,3,2,232,1203.05,14.83415536,16,1.2,2,11.2952,44.1821,0.568,199.0,1454.0995,72.705,31.03,0.55,13,0.8125,0.55,1.2,3.911581911,Diamond,4
CUST837,577.64,25.1148,26.9434,23,18.7,0.13,86.35,301.71,13.1178,13.642,10.06,391,17.0,41.0421,4.0,1,200,6.8237,16.3165,0.0217,77.82,1.23,3.4205,8.2188,0.5956,12,19,3/25/2022,3/20/2023,23,577.64,301.71,275.93,0.477685063,48.13666667,32.58333333,2.391151428,2.414241176,360,30.0,12.13296399,19,1.583333333,903,12,577.64,1,3,1,131,577.64,7.667787611,34,1.1282,2,5.1012,12.9614,0.0217,77.82,532.139,13.6446,32.1218,0.5897,26,0.764705882,0.5897,1.1282,2.540853133,Diamond,4
CUST838,254.92,63.73,36.3251,4,64.095,18.88,107.85,107.33,26.8325,14.7793,28.32,212,53.0,36.0925,50.0,12,100,2.935,4.0678,0.1888,8.9875,1.2819,1.2008,1.6133,0.5664,3,4,8/21/2023,5/27/2025,4,254.92,107.33,147.59,0.57896595,84.97333333,70.66666667,1.385962521,0.680990566,645,215.0,1.69504644,4,1.333333333,104,3,254.92,3,2,1,321,254.92,7.283428571,4,1.2,2,4.4444,4.8786,0.1888,10.4817,224.0,44.8,36.2381,0.8,5,1.25,0.8,1.2,1.097695977,Diamond,4
CUST839,6389.88,141.9973,370.4736,45,46.89,2.93,2499.0,4846.56,107.7013,304.8899,27.88,153,3.4,10.1811,1.0,1,50,135.2447,370.7929,0.5462,2499.0,45.13,103.2353,304.7849,24.98,20,38,1/5/2022,4/19/2024,45,6389.88,4846.56,1543.32,0.241525662,319.494,7.65,2.741644589,2.994441176,835,41.75,8.732057416,38,1.9,507,20,6389.88,2,3,3,233,6389.88,251.5700787,62,1.2152,2,117.6637,284.5427,0.5462,2499.0,242.6862,3.072,9.401,0.5696,56,0.903225806,0.5696,1.2152,2.418270886,Platinum,5
CUST84,543290.33,109.6449,390.1203,4955,27.23,0.04,13806.88,364915.07,73.6458,287.2186,15.96,313191,63.2071,191.1966,20.0,1,5000,12.8139,52.1011,0.0004,1165.0,1.5168,9.2488,40.9265,0.91,1760,967,1/4/2022,9/8/2025,4955,543290.33,364915.07,178375.26,0.32832401,308.6876875,177.9494318,4.065983034,3.024922833,1343,0.763068182,477.9761905,967,0.549431818,0,1760,543290.33,5,5,5,555,543290.33,956190980.8,7235,1.213,2,13.0124,54.065,0.0004,1305.4318,579866.2855,63.0769,194.3581,0.539,6302,0.871043538,0.539,1.213,4.154883035,Silver,2
CUST840,2191.03,39.1255,99.0241,56,13.14,1.75,690.0,1665.26,29.7368,107.4625,6.225,11083,197.9107,371.8243,50.0,2,2000,0.8511,2.0274,0.014,9.8571,0.0994,0.5777,1.7934,0.0459,23,33,1/6/2022,12/28/2023,56,2191.03,1665.26,525.77,0.239964765,95.26217391,481.8695652,2.382093761,1.878747839,721,31.34782609,11.62742382,33,1.434782609,620,23,2191.03,2,4,2,242,2191.03,81.14925926,81,1.1,2,1.1459,2.5206,0.014,11.218,15179.883,168.6654,308.5866,0.6222,63,0.777777778,0.6222,1.1,2.199668383,Platinum,5
CUST841,7830.48,163.135,155.0983,48,129.0,4.05,699.0,5992.97,124.8535,123.9366,97.235,57,1.1875,0.641,1.0,1,5,156.7258,158.1866,2.835,699.0,124.0,120.3024,126.0955,85.0,30,44,7/13/2022,7/2/2025,48,7830.48,5992.97,1837.51,0.234661221,261.016,1.9,1.009320737,0.539789474,1085,36.16666667,10.08287293,44,1.466666667,68,30,7830.48,4,4,3,443,7830.48,3404.556522,69,1.1687,2,176.0393,176.8075,2.835,736.3492,97.1026,1.1699,0.5449,0.5783,56,0.811594203,0.5783,1.1687,1.004363798,Platinum,5
CUST842,1497.76,149.776,72.4881,10,137.44,62.5,298.0,1066.81,106.681,66.3061,89.945,15,1.5,0.9718,1.0,1,4,117.517,51.9804,21.53,199.0,125.585,82.887,44.7101,75.5,1,10,12/29/2022,12/29/2022,10,1497.76,1066.81,430.95,0.287729676,1497.76,15.0,0.442322387,0.647866667,0,0.0,365.0,10,10.0,984,1,1497.76,1,1,2,112,1497.76,1.520568528,12,1.1429,2,120.9358,58.2192,21.53,220.0805,23.1415,1.653,1.0762,0.7143,12,1.0,0.7143,1.1429,0.481405837,Diamond,4
CUST843,740.28,148.056,116.868,5,113.59,19.69,299.0,543.68,108.736,95.9315,65.88,11,2.2,2.1679,1.0,1,6,105.3243,115.9116,18.9317,299.0,70.0,80.756,96.73,50.0,3,5,10/10/2022,4/18/2024,5,740.28,543.68,196.6,0.265575188,246.76,3.666666667,1.100520962,0.985409091,556,185.3333333,1.965888689,5,1.666666667,508,3,740.28,2,2,1,221,740.28,4.363143418,6,1.1429,2,113.7751,95.9077,18.9317,299.0,15.3409,2.1916,1.7729,0.7143,6,1.0,0.7143,1.1429,0.842958609,Diamond,4
CUST844,3964.2,440.4667,772.6572,9,64.4,17.87,2091.2,2223.46,247.0511,427.9689,51.12,96,10.6667,11.0,6.0,4,30,22.1595,21.965,4.4675,69.7067,14.6,13.4422,11.9552,10.4333,9,7,1/4/2022,2/14/2024,9,3964.2,2223.46,1740.74,0.43911508,440.4666667,10.66666667,0.991222726,1.031246777,771,85.66666667,4.255181347,7,0.777777778,572,9,3964.2,2,3,3,233,3964.2,62.26492147,11,1.1538,2,28.8804,22.7844,4.4675,69.7067,184.2727,14.1748,12.2119,0.6923,10,0.909090909,0.6923,1.1538,0.788922591,Platinum,5
CUST845,3699.63,154.1512,233.0368,24,13.06,0.38,645.0,2357.11,98.2129,150.9277,8.62,389,16.2083,32.46,4.0,1,100,42.0894,57.2458,0.0124,165.36,6.4125,26.8155,36.049,4.475,12,20,5/21/2024,2/26/2025,24,3699.63,2357.11,1342.52,0.362879531,308.3025,32.41666667,1.360100168,2.00267764,281,23.41666667,15.53191489,20,1.666666667,194,12,3699.63,3,3,3,333,3699.63,227.6695385,40,1.2453,2,54.5519,62.9538,0.0124,219.7021,713.0555,13.4539,29.5093,0.4528,32,0.8,0.4528,1.2453,1.154016634,Diamond,4
CUST846,690.96,76.7733,67.1031,9,62.4,4.45,180.0,498.76,55.4178,56.2984,24.95,1117,124.1111,215.4875,2.0,1,500,53.6445,64.7488,0.0422,149.0,3.104,42.8619,53.4917,1.79,4,9,2/18/2022,2/21/2024,9,690.96,498.76,192.2,0.278163714,172.74,279.25,1.206997922,1.736246798,733,183.25,1.989100817,9,2.25,565,4,690.96,2,2,1,221,690.96,4.883109541,13,1.35,2,61.4825,71.8863,0.0422,191.0505,2141.3986,107.0699,191.8458,0.45,15,1.153846154,0.45,1.35,1.16921563,Diamond,4
CUST847,50.96,25.48,23.5891,2,25.48,8.8,42.16,36.49,18.245,17.7272,18.245,4,2.0,0.0,2.0,2,2,12.74,11.7945,4.4,21.08,12.74,9.1225,8.8636,9.1225,1,2,1/27/2022,1/27/2022,2,50.96,36.49,14.47,0.283948195,50.96,4.0,0.925784929,0.0,0,0.0,365.0,2,2.0,1320,1,50.96,1,1,1,111,50.96,0.038576836,5,1.2857,2,18.1266,9.464,4.4,27.6186,13.4228,1.9175,0.1353,0.2857,3,0.6,0.2857,1.2857,0.522105635,Diamond,4
CUST848,422.43,52.8037,54.0337,8,20.68,12.0,149.0,295.34,36.9175,42.7277,11.895,33,4.125,8.442,1.0,1,25,49.9222,56.5382,0.6524,149.0,20.68,35.5138,43.8962,11.895,6,8,1/17/2022,9/6/2023,8,422.43,295.34,127.09,0.300854579,70.405,5.5,1.132526211,2.046545455,597,99.5,3.662207358,8,1.333333333,733,6,422.43,2,2,1,221,422.43,3.453106267,12,1.2,2,53.8335,67.149,0.6524,187.0605,66.3265,4.4218,8.3662,0.5333,11,0.916666667,0.5333,1.2,1.247345983,Diamond,4
CUST849,2436.11,187.3931,201.799,13,60.62,13.99,598.0,1928.52,148.3477,170.7362,39.4,16,1.2308,0.4385,1.0,1,2,160.4381,167.8947,13.99,449.0,30.31,126.7685,141.5791,19.7,5,12,6/14/2022,8/4/2025,13,2436.11,1928.52,507.59,0.20836087,487.222,3.2,1.046476492,0.356272343,1147,229.4,1.589721254,12,2.4,35,5,2436.11,4,2,2,422,2436.11,338.3486111,19,1.24,2,205.4141,189.7762,13.99,495.3115,27.4552,1.0982,0.3434,0.52,16,0.842105263,0.52,1.24,0.923871341,Platinum,5
CUST85,1916617.54,106.2544,235.6186,18038,46.7,0.05,5052.6,1288474.64,71.4311,157.2884,29.34,21847627,1211.2001,2727.0837,12.0,1,63000,9.8163,32.8854,0.007,526.26,2.5,6.7122,22.8378,1.58,1090,293,12/29/2021,5/4/2023,18038,1916617.54,1288474.64,628142.9,0.327735131,1758.364716,20043.6945,3.350080988,2.251555049,491,0.450458716,808.6382114,293,0.268807339,858,1090,1916617.54,2,5,5,255,1916617.54,2432029.242,26198,1.2212,2,10.4419,34.899,0.007,740.5018,40280517.27,1197.435,2661.2287,0.5362,23200,0.885563783,0.5362,1.2212,3.342207836,Gold,3
CUST850,47.12,23.56,1.4425,2,23.56,22.54,24.58,26.86,13.43,0.8202,13.43,4,2.0,0.0,2.0,2,2,11.78,0.7212,11.27,12.29,11.78,6.715,0.4101,6.715,1,2,6/1/2022,6/1/2022,2,47.12,26.86,20.26,0.429966044,47.12,4.0,0.061222411,0.0,0,0.0,365.0,2,2.0,1195,1,47.12,1,1,1,111,47.12,0.039397993,2,1.5,2,13.9255,2.5157,11.27,16.2331,8.0,2.0,0.0,0.5,4,2.0,0.5,1.5,0.180654196,Diamond,4
CUST851,1753.0,250.4286,128.7391,7,246.64,109.75,458.68,913.97,130.5671,68.8079,142.5,31,4.4286,3.7353,2.0,2,12,105.2631,86.7348,12.5667,229.34,123.32,55.2336,45.4259,71.25,5,4,5/9/2022,9/4/2025,7,1753.0,913.97,839.03,0.478625214,350.6,6.2,0.823981053,0.843449397,1214,242.8,1.502057613,4,0.8,4,5,1753.0,5,2,2,522,1753.0,1753.0,11,1.1538,2,137.6896,91.4981,12.5667,276.0269,46.2215,3.5555,2.9988,0.5385,9,0.818181818,0.5385,1.1538,0.664524409,Platinum,5
CUST852,4511.65,214.8405,229.2976,21,114.24,21.87,949.55,2089.27,99.489,107.7413,54.25,15800,752.381,741.2994,550.0,100,3500,0.4883,0.7384,0.046,2.4324,0.2713,0.2522,0.4432,0.1085,16,7,1/6/2022,5/23/2024,21,4511.65,2089.27,2422.38,0.536916649,281.978125,987.5,1.512185132,0.985271292,868,54.25,6.720368239,7,0.4375,473,16,4511.65,2,3,3,233,4511.65,152.2919831,31,1.2439,2,0.6981,0.9984,0.046,3.5108,28099.0807,685.3434,619.3315,0.5122,28,0.903225806,0.5122,1.2439,1.430167598,Platinum,5
CUST853,12494.2,2082.3667,1940.904,6,1614.475,309.0,4628.0,5785.4,964.2333,954.6739,839.93,3023,503.8333,6.8823,500.0,500,517,4.111,3.8299,0.618,9.256,3.196,1.9005,1.8771,1.6612,4,2,2/4/2022,5/27/2025,6,12494.2,5785.4,6708.8,0.536953146,3123.55,755.75,0.931622476,0.013659875,1208,302.0,1.207609595,2,0.5,104,4,12494.2,3,2,4,324,12494.2,475.9695238,8,1.1111,2,5.1094,4.3734,0.618,10.6668,4488.2499,498.6944,10.869,0.6667,7,0.875,0.6667,1.1111,0.855951775,Platinum,5
CUST854,150.89,150.89,0.0,1,150.89,150.89,150.89,90.52,90.52,0.0,90.52,1,1.0,0.0,1.0,1,1,150.89,0.0,150.89,150.89,150.89,90.52,0.0,90.52,1,1,6/25/2024,6/25/2024,1,150.89,90.52,60.37,0.400092783,150.89,1.0,0.0,0.0,0,0.0,365.0,1,1.0,440,1,150.89,2,1,1,211,150.89,0.342154195,1,1.0,1,150.89,0.0,150.89,150.89,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,0.0,Diamond,4
CUST855,891.49,445.745,264.069,2,445.745,259.02,632.47,542.72,271.36,191.8805,271.36,6,3.0,1.4142,3.0,2,4,143.8138,20.2286,129.51,158.1175,143.8138,84.8,23.9851,84.8,1,2,4/10/2023,4/10/2023,2,891.49,542.72,348.77,0.391221438,891.49,6.0,0.140658268,0.4714,0,0.0,365.0,2,2.0,882,1,891.49,1,1,2,112,891.49,1.009614949,2,1.0,1,143.8138,20.2286,129.51,158.1175,6.0,3.0,1.4142,1.0,2,1.0,1.0,1.0,0.140658268,Diamond,4
CUST856,5348.1,213.924,248.059,25,150.0,3.99,899.99,3797.54,151.9016,177.3526,94.0,326,13.04,39.7214,2.0,1,200,159.8237,200.662,0.1403,899.99,139.0,123.8937,164.3742,81.0,17,23,1/24/2022,9/24/2024,25,5348.1,3797.54,1550.56,0.289927264,314.5941176,19.17647059,1.255520927,3.046119632,974,57.29411765,6.364102564,23,1.352941176,349,17,5348.1,3,3,3,333,5348.1,259.7648571,40,1.1837,2,140.2239,179.7488,0.1403,899.99,504.7475,10.301,28.9935,0.5102,30,0.75,0.5102,1.1837,1.281869924,Platinum,5
CUST857,444.54,148.18,83.2071,3,169.0,56.54,219.0,329.0,109.6667,70.2987,118.3,202,67.3333,114.8927,1.0,1,200,129.4276,114.6028,0.2827,219.0,169.0,97.9091,89.2998,118.3,3,3,4/8/2022,5/24/2022,3,444.54,329.0,115.54,0.25990912,148.18,67.33333333,0.885458743,1.706328072,46,15.33333333,23.29787234,3,1.0,1203,3,444.54,1,2,1,121,444.54,1.107657807,6,1.25,2,175.8868,114.7146,0.2827,307.6326,423.1624,52.8953,96.2939,0.375,4,0.666666667,0.375,1.25,0.652206988,Diamond,4
CUST858,8136.77,813.677,408.9415,10,873.0,319.7,1440.0,4586.47,458.647,261.7088,448.5,69896,6989.6,3307.2593,7500.0,2422,10000,0.1185,0.0255,0.0883,0.1632,0.1179,0.0638,0.0124,0.0594,9,1,1/6/2022,8/29/2025,10,8136.77,4586.47,3550.3,0.436327929,904.0855556,7766.222222,0.215189873,0.473168608,1331,147.8888889,2.466216216,1,0.111111111,10,9,8136.77,5,3,3,533,8136.77,6657.357273,15,1.1176,2,0.1285,0.0297,0.0883,0.1828,122133.6521,7184.3325,3295.8885,0.5882,12,0.8,0.5882,1.1176,0.231128405,Platinum,5
CUST859,23643.9,369.4359,143.4076,64,370.0,23.73,740.0,9856.69,154.0108,57.3628,134.53,63000,984.375,266.7968,1000.0,100,2000,0.3763,0.1151,0.2017,0.6359,0.37,0.1572,0.0474,0.1311,45,2,1/20/2022,8/27/2025,64,23643.9,9856.69,13787.21,0.583119113,525.42,1400.0,0.305872974,0.27103167,1315,29.22222222,12.48100304,2,0.044444444,12,45,23643.9,5,4,4,544,23643.9,81844.26923,92,1.1712,2,0.391,0.1266,0.2017,0.799,109018.7765,982.1511,284.5601,0.5766,78,0.847826087,0.5766,1.1712,0.323785166,Platinum,5
CUST86,813800.86,1229.3064,6046.8217,662,370.04,6.49,150000.0,608058.02,918.5166,4622.7076,234.98,501652,757.7825,1168.926,500.0,1,10000,6.1654,20.1001,0.014,300.0,1.3657,4.9692,21.5265,0.98,188,58,1/25/2022,9/4/2025,662,813800.86,608058.02,205742.84,0.252817182,4328.727979,2668.361702,3.260145327,1.542561355,1318,7.010638298,52.0242608,58,0.308510638,4,188,813800.86,5,5,5,555,813800.86,30598912.34,943,1.2115,2,6.3377,21.4617,0.014,350.2597,927237.7093,775.2824,1233.8634,0.5535,847,0.898197243,0.5535,1.2115,3.386354671,Platinum,5
CUST860,16146.15,227.4106,545.6979,71,71.06,2.19,3193.13,6801.37,95.7939,241.1148,21.68,9752,137.3521,345.7405,10.0,1,2160,28.8957,47.4159,0.0175,241.4,4.5755,12.8142,21.3313,1.3006,59,37,2/1/2022,8/18/2025,71,16146.15,6801.37,9344.78,0.57876212,273.6635593,165.2881356,1.640932734,2.517183938,1294,21.93220339,16.62934363,37,0.627118644,21,59,16146.15,4,4,4,444,16146.15,43301.03864,106,1.1783,2,27.2691,46.4173,0.0175,241.4,18909.3615,146.5842,336.7622,0.5504,88,0.830188679,0.5504,1.1783,1.702194058,Platinum,5
CUST861,171.89,42.9725,32.3274,4,37.66,9.78,86.79,61.45,15.3625,15.6426,9.485,177,44.25,41.0883,38.0,1,100,3.3572,4.3671,0.43,9.78,1.6094,1.8739,2.8301,0.6912,3,4,4/20/2023,5/11/2023,4,171.89,61.45,110.44,0.642503927,57.29666667,59.0,1.300816156,0.928549153,21,7.0,49.77272727,4,1.333333333,851,3,171.89,2,2,1,221,171.89,0.605246479,6,1.1429,2,2.4398,3.3687,0.43,9.78,404.1428,57.7347,39.4252,0.5714,5,0.833333333,0.5714,1.1429,1.380727929,Diamond,4
CUST862,1340.92,134.092,150.622,10,65.605,25.08,518.24,694.57,69.457,74.2542,41.995,2654,265.4,275.4363,150.0,4,800,5.2613,15.1766,0.1254,48.4475,0.4835,2.6188,7.5139,0.2498,2,7,2/8/2023,2/25/2025,10,1340.92,694.57,646.35,0.482019807,670.46,1327.0,2.884572254,1.03781575,748,374.0,0.974632844,7,3.5,195,2,1340.92,3,1,2,312,1340.92,13.68285714,16,1.1111,2,3.2286,11.2898,0.1254,48.4475,4267.96,237.1089,220.7192,0.5556,11,0.6875,0.5556,1.1111,3.496809763,Platinum,5
CUST863,12075.86,232.2281,169.5248,52,199.0,4.68,661.33,8863.5,170.4519,131.1661,160.1,178,3.4231,13.6817,1.0,1,100,170.9482,112.8915,0.2781,449.0,149.0,126.551,91.1641,119.3325,30,31,1/17/2022,5/5/2023,52,12075.86,8863.5,3212.36,0.266015008,402.5286667,5.933333333,0.660384257,3.996874178,473,15.76666667,23.10126582,31,1.033333333,857,30,12075.86,2,4,4,244,12075.86,422.2328671,81,1.2286,2,185.391,122.2228,0.2781,619.3575,254.0155,2.4192,9.6454,0.4952,71,0.87654321,0.4952,1.2286,0.659270407,Diamond,4
